
===== Classifying modified proteins as such ====
G1FV3-30113-MONOMER: Updating molecular-weight-seq from NIL to 84.204
G1FV3-24859-MONOMER: Updating molecular-weight-seq from NIL to 30.431
G1FV3-28101-MONOMER: Updating molecular-weight-seq from NIL to 95.783
G1FV3-26530-MONOMER: Updating molecular-weight-seq from NIL to 41.607
G1FV3-30114-MONOMER: Updating molecular-weight-seq from NIL to 103.528
G1FV3-28102-MONOMER: Updating molecular-weight-seq from NIL to 58.402
G1FV3-26531-MONOMER: Updating molecular-weight-seq from NIL to 145.222
G1FV3-30115-MONOMER: Updating molecular-weight-seq from NIL to 12.252
G1FV3-28103-MONOMER: Updating molecular-weight-seq from NIL to 24.71
G1FV3-28387-MONOMER: Updating molecular-weight-seq from NIL to 32.49
G1FV3-28104-MONOMER: Updating molecular-weight-seq from NIL to 16.317
G1FV3-28137-MONOMER: Updating molecular-weight-seq from NIL to 73.465
G1FV3-24860-MONOMER: Updating molecular-weight-seq from NIL to 51.379
G1FV3-26532-MONOMER: Updating molecular-weight-seq from NIL to 63.908
G1FV3-28388-MONOMER: Updating molecular-weight-seq from NIL to 78.437
G1FV3-30116-MONOMER: Updating molecular-weight-seq from NIL to 20.526
G1FV3-28106-MONOMER: Updating molecular-weight-seq from NIL to 30.66
G1FV3-28107-MONOMER: Updating molecular-weight-seq from NIL to 84.245
G1FV3-26533-MONOMER: Updating molecular-weight-seq from NIL to 117.964
G1FV3-30117-MONOMER: Updating molecular-weight-seq from NIL to 28.18
G1FV3-28112-MONOMER: Updating molecular-weight-seq from NIL to 17.672
G1FV3-28389-MONOMER: Updating molecular-weight-seq from NIL to 62.718
G1FV3-28108-MONOMER: Updating molecular-weight-seq from NIL to 19.431
G1FV3-28109-MONOMER: Updating molecular-weight-seq from NIL to 206.442
G1FV3-24861-MONOMER: Updating molecular-weight-seq from NIL to 61.875
G1FV3-26534-MONOMER: Updating molecular-weight-seq from NIL to 23.762
G1FV3-30118-MONOMER: Updating molecular-weight-seq from NIL to 98.893
G1FV3-28110-MONOMER: Updating molecular-weight-seq from NIL to 64.469
G1FV3-24862-MONOMER: Updating molecular-weight-seq from NIL to 12.652
G1FV3-28390-MONOMER: Updating molecular-weight-seq from NIL to 31.463
G1FV3-28111-MONOMER: This protein contains illegal amino acid characters. The molecular weight could not be computed.
G1FV3-28391-MONOMER: Updating molecular-weight-seq from NIL to 65.117
G1FV3-26535-MONOMER: Updating molecular-weight-seq from NIL to 37.139
G1FV3-28117-MONOMER: Updating molecular-weight-seq from NIL to 34.811
G1FV3-30119-MONOMER: Updating molecular-weight-seq from NIL to 307.492
G1FV3-28113-MONOMER: Updating molecular-weight-seq from NIL to 40.447
G1FV3-26536-MONOMER: Updating molecular-weight-seq from NIL to 60.722
G1FV3-28114-MONOMER: Updating molecular-weight-seq from NIL to 51.342
G1FV3-24863-MONOMER: Updating molecular-weight-seq from NIL to 28.813
G1FV3-30120-MONOMER: Updating molecular-weight-seq from NIL to 35.478
G1FV3-28393-MONOMER: Updating molecular-weight-seq from NIL to 35.469
G1FV3-26537-MONOMER: Updating molecular-weight-seq from NIL to 24.003
G1FV3-30121-MONOMER: Updating molecular-weight-seq from NIL to 16.454
G1FV3-28116-MONOMER: Updating molecular-weight-seq from NIL to 61.513
G1FV3-28118-MONOMER: Updating molecular-weight-seq from NIL to 45.742
G1FV3-26538-MONOMER: Updating molecular-weight-seq from NIL to 25.492
G1FV3-28394-MONOMER: Updating molecular-weight-seq from NIL to 26.194
G1FV3-30122-MONOMER: Updating molecular-weight-seq from NIL to 83.923
G1FV3-28147-MONOMER: Updating molecular-weight-seq from NIL to 28.838
G1FV3-24864-MONOMER: Updating molecular-weight-seq from NIL to 31.495
G1FV3-28119-MONOMER: Updating molecular-weight-seq from NIL to 82.269
G1FV3-26539-MONOMER: Updating molecular-weight-seq from NIL to 71.971
G1FV3-30123-MONOMER: This protein contains illegal amino acid characters. The molecular weight could not be computed.
G1FV3-28395-MONOMER: Updating molecular-weight-seq from NIL to 19.053
G1FV3-28120-MONOMER: Updating molecular-weight-seq from NIL to 84.976
G1FV3-28121-MONOMER: Updating molecular-weight-seq from NIL to 82.759
G1FV3-26540-MONOMER: Updating molecular-weight-seq from NIL to 64.0
G1FV3-30124-MONOMER: Updating molecular-weight-seq from NIL to 64.229
G1FV3-28396-MONOMER: Updating molecular-weight-seq from NIL to 59.928
G1FV3-28122-MONOMER: This protein contains illegal amino acid characters. The molecular weight could not be computed.
G1FV3-24865-MONOMER: This protein contains illegal amino acid characters. The molecular weight could not be computed.
G1FV3-28123-MONOMER: Updating molecular-weight-seq from NIL to 58.527
G1FV3-28397-MONOMER: Updating molecular-weight-seq from NIL to 53.215
G1FV3-26541-MONOMER: Updating molecular-weight-seq from NIL to 42.506
G1FV3-28126-MONOMER: Updating molecular-weight-seq from NIL to 22.872
G1FV3-28124-MONOMER: Updating molecular-weight-seq from NIL to 34.535
G1FV3-30125-MONOMER: Updating molecular-weight-seq from NIL to 29.79
G1FV3-26542-MONOMER: Updating molecular-weight-seq from NIL to 56.483
G1FV3-28125-MONOMER: Updating molecular-weight-seq from NIL to 49.527
G1FV3-28398-MONOMER: This protein contains illegal amino acid characters. The molecular weight could not be computed.
G1FV3-30126-MONOMER: Updating molecular-weight-seq from NIL to 48.39
G1FV3-24866-MONOMER: Updating molecular-weight-seq from NIL to 18.433
G1FV3-26543-MONOMER: Updating molecular-weight-seq from NIL to 31.097
G1FV3-28128-MONOMER: Updating molecular-weight-seq from NIL to 107.764
G1FV3-28129-MONOMER: Updating molecular-weight-seq from NIL to 127.128
G1FV3-28399-MONOMER: Updating molecular-weight-seq from NIL to 64.974
G1FV3-30127-MONOMER: Updating molecular-weight-seq from NIL to 24.41
G1FV3-28130-MONOMER: Updating molecular-weight-seq from NIL to 102.903
G1FV3-26544-MONOMER: Updating molecular-weight-seq from NIL to 70.902
G1FV3-30128-MONOMER: Updating molecular-weight-seq from NIL to 59.346
G1FV3-28136-MONOMER: Updating molecular-weight-seq from NIL to 30.085
G1FV3-28400-MONOMER: This protein contains illegal amino acid characters. The molecular weight could not be computed.
G1FV3-28131-MONOMER: Updating molecular-weight-seq from NIL to 76.614
G1FV3-24867-MONOMER: Updating molecular-weight-seq from NIL to 45.023
G1FV3-26545-MONOMER: Updating molecular-weight-seq from NIL to 17.874
G1FV3-30129-MONOMER: Updating molecular-weight-seq from NIL to 75.974
G1FV3-28132-MONOMER: Updating molecular-weight-seq from NIL to 171.832
G1FV3-28401-MONOMER: Updating molecular-weight-seq from NIL to 32.467
G1FV3-28134-MONOMER: Updating molecular-weight-seq from NIL to 2.995
G1FV3-26546-MONOMER: Updating molecular-weight-seq from NIL to 37.646
G1FV3-28135-MONOMER: Updating molecular-weight-seq from NIL to 256.489
G1FV3-28402-MONOMER: Updating molecular-weight-seq from NIL to 60.484
G1FV3-30130-MONOMER: Updating molecular-weight-seq from NIL to 62.31
G1FV3-24868-MONOMER: This protein contains illegal amino acid characters. The molecular weight could not be computed.
G1FV3-28176-MONOMER: Updating molecular-weight-seq from NIL to 36.172
G1FV3-26547-MONOMER: Updating molecular-weight-seq from NIL to 213.192
G1FV3-30131-MONOMER: Updating molecular-weight-seq from NIL to 76.476
G1FV3-28139-MONOMER: Updating molecular-weight-seq from NIL to 97.935
G1FV3-28403-MONOMER: Updating molecular-weight-seq from NIL to 29.373
G1FV3-28138-MONOMER: Updating molecular-weight-seq from NIL to 68.995
G1FV3-26548-MONOMER: Updating molecular-weight-seq from NIL to 13.749
G1FV3-30132-MONOMER: Updating molecular-weight-seq from NIL to 8.506
G1FV3-28404-MONOMER: Updating molecular-weight-seq from NIL to 34.436
G1FV3-28140-MONOMER: Updating molecular-weight-seq from NIL to 38.119
G1FV3-24869-MONOMER: Updating molecular-weight-seq from NIL to 72.356
G1FV3-28405-MONOMER: Updating molecular-weight-seq from NIL to 52.191
G1FV3-28141-MONOMER: Updating molecular-weight-seq from NIL to 36.637
G1FV3-26549-MONOMER: Updating molecular-weight-seq from NIL to 104.114
G1FV3-30133-MONOMER: Updating molecular-weight-seq from NIL to 36.439
G1FV3-28142-MONOMER: Updating molecular-weight-seq from NIL to 151.947
G1FV3-28406-MONOMER: Updating molecular-weight-seq from NIL to 9.571
G1FV3-26550-MONOMER: Updating molecular-weight-seq from NIL to 51.776
G1FV3-28143-MONOMER: Updating molecular-weight-seq from NIL to 51.692
G1FV3-30134-MONOMER: Updating molecular-weight-seq from NIL to 32.008
G1FV3-28144-MONOMER: Updating molecular-weight-seq from NIL to 124.897
G1FV3-24870-MONOMER: Updating molecular-weight-seq from NIL to 27.555
G1FV3-26551-MONOMER: Updating molecular-weight-seq from NIL to 85.29
G1FV3-28145-MONOMER: This protein contains illegal amino acid characters. The molecular weight could not be computed.
G1FV3-28407-MONOMER: Updating molecular-weight-seq from NIL to 13.311
G1FV3-28146-MONOMER: Updating molecular-weight-seq from NIL to 15.776
G1FV3-30135-MONOMER: Updating molecular-weight-seq from NIL to 13.347
G1FV3-26552-MONOMER: Updating molecular-weight-seq from NIL to 208.656
G1FV3-28408-MONOMER: Updating molecular-weight-seq from NIL to 37.366
G1FV3-26553-MONOMER: Updating molecular-weight-seq from NIL to 128.237
G1FV3-24871-MONOMER: Updating molecular-weight-seq from NIL to 44.301
G1FV3-30136-MONOMER: Updating molecular-weight-seq from NIL to 41.038
G1FV3-28148-MONOMER: Updating molecular-weight-seq from NIL to 41.021
G1FV3-28409-MONOMER: Updating molecular-weight-seq from NIL to 31.139
G1FV3-28157-MONOMER: Updating molecular-weight-seq from NIL to 31.886
G1FV3-30137-MONOMER: Updating molecular-weight-seq from NIL to 54.264
G1FV3-28149-MONOMER: Updating molecular-weight-seq from NIL to 63.625
G1FV3-28150-MONOMER: Updating molecular-weight-seq from NIL to 33.108
G1FV3-28151-MONOMER: Updating molecular-weight-seq from NIL to 24.073
G1FV3-26554-MONOMER: Updating molecular-weight-seq from NIL to 81.408
G1FV3-28410-MONOMER: Updating molecular-weight-seq from NIL to 49.573
G1FV3-28167-MONOMER: Updating molecular-weight-seq from NIL to 51.834
G1FV3-30138-MONOMER: Updating molecular-weight-seq from NIL to 26.747
G1FV3-24872-MONOMER: Updating molecular-weight-seq from NIL to 56.11
G1FV3-26555-MONOMER: Updating molecular-weight-seq from NIL to 43.559
G1FV3-30139-MONOMER: Updating molecular-weight-seq from NIL to 18.797
G1FV3-28153-MONOMER: Updating molecular-weight-seq from NIL to 54.11
G1FV3-28411-MONOMER: Updating molecular-weight-seq from NIL to 28.391
G1FV3-28154-MONOMER: Updating molecular-weight-seq from NIL to 76.277
G1FV3-28412-MONOMER: Updating molecular-weight-seq from NIL to 30.834
G1FV3-26556-MONOMER: Updating molecular-weight-seq from NIL to 234.729
G1FV3-28155-MONOMER: Updating molecular-weight-seq from NIL to 25.173
G1FV3-24873-MONOMER: Updating molecular-weight-seq from NIL to 40.428
G1FV3-28159-MONOMER: Updating molecular-weight-seq from NIL to 24.101
G1FV3-30140-MONOMER: Updating molecular-weight-seq from NIL to 57.736
G1FV3-28156-MONOMER: Updating molecular-weight-seq from NIL to 102.85
G1FV3-28415-MONOMER: Updating molecular-weight-seq from NIL to 38.088
G1FV3-28166-MONOMER: Updating molecular-weight-seq from NIL to 78.01
G1FV3-26557-MONOMER: Updating molecular-weight-seq from NIL to 89.773
G1FV3-30141-MONOMER: Updating molecular-weight-seq from NIL to 16.489
G1FV3-28413-MONOMER: Updating molecular-weight-seq from NIL to 53.298
G1FV3-28158-MONOMER: Updating molecular-weight-seq from NIL to 53.301
G1FV3-26558-MONOMER: Updating molecular-weight-seq from NIL to 16.898
G1FV3-28414-MONOMER: Updating molecular-weight-seq from NIL to 31.327
G1FV3-30142-MONOMER: Updating molecular-weight-seq from NIL to 44.902
G1FV3-28160-MONOMER: Updating molecular-weight-seq from NIL to 42.706
G1FV3-24874-MONOMER: Updating molecular-weight-seq from NIL to 100.281
G1FV3-28161-MONOMER: Updating molecular-weight-seq from NIL to 55.219
G1FV3-26559-MONOMER: Updating molecular-weight-seq from NIL to 37.525
G1FV3-31315-MONOMER: Updating molecular-weight-seq from NIL to 20.758
G1FV3-28417-MONOMER: This protein contains illegal amino acid characters. The molecular weight could not be computed.
G1FV3-30143-MONOMER: Updating molecular-weight-seq from NIL to 33.208
G1FV3-28416-MONOMER: Updating molecular-weight-seq from NIL to 21.322
G1FV3-28163-MONOMER: Updating molecular-weight-seq from NIL to 64.047
G1FV3-26560-MONOMER: Updating molecular-weight-seq from NIL to 26.367
G1FV3-30144-MONOMER: Updating molecular-weight-seq from NIL to 72.806
G1FV3-31316-MONOMER: This protein contains illegal amino acid characters. The molecular weight could not be computed.
G1FV3-28169-MONOMER: Updating molecular-weight-seq from NIL to 15.24
G1FV3-28165-MONOMER: Updating molecular-weight-seq from NIL to 48.152
G1FV3-24875-MONOMER: This protein contains illegal amino acid characters. The molecular weight could not be computed.
G1FV3-26561-MONOMER: Updating molecular-weight-seq from NIL to 40.544
G1FV3-31317-MONOMER: This protein contains illegal amino acid characters. The molecular weight could not be computed.
G1FV3-30145-MONOMER: This protein contains illegal amino acid characters. The molecular weight could not be computed.
G1FV3-28418-MONOMER: This protein contains illegal amino acid characters. The molecular weight could not be computed.
G1FV3-26562-MONOMER: Updating molecular-weight-seq from NIL to 17.029
G1FV3-30146-MONOMER: This protein contains illegal amino acid characters. The molecular weight could not be computed.
G1FV3-31319-MONOMER: This protein contains illegal amino acid characters. The molecular weight could not be computed.
G1FV3-28171-MONOMER: Updating molecular-weight-seq from NIL to 9.726
G1FV3-24876-MONOMER: Updating molecular-weight-seq from NIL to 114.528
G1FV3-28170-MONOMER: Updating molecular-weight-seq from NIL to 78.046
G1FV3-26563-MONOMER: Updating molecular-weight-seq from NIL to 61.367
G1FV3-30147-MONOMER: Updating molecular-weight-seq from NIL to 69.638
G1FV3-31320-MONOMER: This protein contains illegal amino acid characters. The molecular weight could not be computed.
G1FV3-28419-MONOMER: Updating molecular-weight-seq from NIL to 107.036
G1FV3-26564-MONOMER: Updating molecular-weight-seq from NIL to 39.656
G1FV3-31322-MONOMER: This protein contains illegal amino acid characters. The molecular weight could not be computed.
G1FV3-24877-MONOMER: Updating molecular-weight-seq from NIL to 50.396
G1FV3-28420-MONOMER: This protein contains illegal amino acid characters. The molecular weight could not be computed.
G1FV3-30148-MONOMER: Updating molecular-weight-seq from NIL to 38.724
G1FV3-28421-MONOMER: Updating molecular-weight-seq from NIL to 59.895
G1FV3-28172-MONOMER: Updating molecular-weight-seq from NIL to 53.839
G1FV3-26565-MONOMER: Updating molecular-weight-seq from NIL to 67.914
G1FV3-31323-MONOMER: This protein contains illegal amino acid characters. The molecular weight could not be computed.
G1FV3-30149-MONOMER: Updating molecular-weight-seq from NIL to 93.812
G1FV3-28174-MONOMER: Updating molecular-weight-seq from NIL to 51.281
G1FV3-26566-MONOMER: Updating molecular-weight-seq from NIL to 45.228
G1FV3-31324-MONOMER: This protein contains illegal amino acid characters. The molecular weight could not be computed.
G1FV3-26567-MONOMER: Updating molecular-weight-seq from NIL to 34.448
G1FV3-28422-MONOMER: Updating molecular-weight-seq from NIL to 9.604
G1FV3-30150-MONOMER: Updating molecular-weight-seq from NIL to 40.734
G1FV3-24878-MONOMER: Updating molecular-weight-seq from NIL to 71.701
G1FV3-28178-MONOMER: Updating molecular-weight-seq from NIL to 48.416
G1FV3-28423-MONOMER: Updating molecular-weight-seq from NIL to 14.91
G1FV3-31325-MONOMER: This protein contains illegal amino acid characters. The molecular weight could not be computed.
G1FV3-30151-MONOMER: Updating molecular-weight-seq from NIL to 10.802
G1FV3-26568-MONOMER: Updating molecular-weight-seq from NIL to 86.464
G1FV3-30152-MONOMER: Updating molecular-weight-seq from NIL to 23.354
G1FV3-31326-MONOMER: Updating molecular-weight-seq from NIL to 5.772
G1FV3-28424-MONOMER: Updating molecular-weight-seq from NIL to 43.56
G1FV3-24879-MONOMER: Updating molecular-weight-seq from NIL to 49.114
G1FV3-26569-MONOMER: Updating molecular-weight-seq from NIL to 83.759
G1FV3-31327-MONOMER: This protein contains illegal amino acid characters. The molecular weight could not be computed.
G1FV3-28425-MONOMER: Updating molecular-weight-seq from NIL to 19.85
G1FV3-30153-MONOMER: Updating molecular-weight-seq from NIL to 165.497
G1FV3-28426-MONOMER: This protein contains illegal amino acid characters. The molecular weight could not be computed.
G1FV3-28179-MONOMER: Updating molecular-weight-seq from NIL to 20.355
G1FV3-26570-MONOMER: Updating molecular-weight-seq from NIL to 58.529
G1FV3-30154-MONOMER: Updating molecular-weight-seq from NIL to 58.823
G1FV3-31328-MONOMER: This protein contains illegal amino acid characters. The molecular weight could not be computed.
G1FV3-28180-MONOMER: Updating molecular-weight-seq from NIL to 60.958
G1FV3-24880-MONOMER: Updating molecular-weight-seq from NIL to 25.56
G1FV3-28427-MONOMER: Updating molecular-weight-seq from NIL to 70.48
G1FV3-26572-MONOMER: Updating molecular-weight-seq from NIL to 10.273
G1FV3-30155-MONOMER: Updating molecular-weight-seq from NIL to 67.201
G1FV3-31329-MONOMER: This protein contains illegal amino acid characters. The molecular weight could not be computed.
G1FV3-28181-MONOMER: Updating molecular-weight-seq from NIL to 37.099
G1FV3-28428-MONOMER: Updating molecular-weight-seq from NIL to 43.773
G1FV3-26573-MONOMER: Updating molecular-weight-seq from NIL to 57.33
G1FV3-31330-MONOMER: This protein contains illegal amino acid characters. The molecular weight could not be computed.
G1FV3-24881-MONOMER: Updating molecular-weight-seq from NIL to 24.324
